"","Datum","Daily-Nr.","Probenummer","Objektbezeichnung","Fundlage","Lage","Taxon","Resttyp","Erhaltungstyp","Season"
"25","10.04.2022","10.04.2022-057","TG22.MS3_CS_052","Botanik","Hof MS2, Dach, Lage 4","MS2","Allium sativum","Bl","st","2022"
"26","10.04.2022","10.04.2022-057","TG22.MS3_CS_052","Botanik","Hof MS2, Dach, Lage 4","MS2","Allium sativum","Bl","st","2022"
"27","10.04.2022","10.04.2022-057","TG22.MS3_CS_052","Botanik","Hof MS2, Dach, Lage 4","MS2","Allium sativum","Bl","st","2022"
"28","10.04.2022","10.04.2022-057","TG22.MS3_CS_052","Botanik","Hof MS2, Dach, Lage 4","MS2","Allium sativum","Bl","st","2022"
"29","11.04.2022","11.04.2022-043","TG22.MS3_CS_060","Botanik","Hof MS2, Dach, Lage 4, Sieb","MS2","Allium sativum","Bl","st","2022"
"30","11.04.2022","11.04.2022-043","TG22.MS3_CS_060","Botanik","Hof MS2, Dach, Lage 4, Sieb","MS2","Allium sativum","Bl","st","2022"
"31","20.04.2022","20.04.2022-061","TG22.MS3_CS_111","Botanik","Ostseite von MS1","MS1","Allium sativum","Bl","st","2022"
"32","20.04.2022","20.04.2022-061","TG22.MS3_CS_111","Botanik","Ostseite von MS1","MS1","Allium sativum","Bl","st","2022"
"33","20.04.2022","20.04.2022-061","TG22.MS3_CS_111","Botanik","Ostseite von MS1","MS1","Allium sativum","Bl","st","2022"
"34","20.04.2022","20.04.2022-090","TG22.MS3_CS_113","Botanik","Südl. v. ToGe, Osten","MS3","Allium sativum","Bl","st","2022"
"35","24.04.2022","24.04.2022-001","TG22.MS3_CS_126","Botanik","MS3.2, Verfüllung","MS3","Allium sativum","Bl","st","2022"
"36","24.04.2022","24.04.2022-013","TG22.MS3_CS_127","Botanik","MS3.3, Verfüllung","MS3","Allium sativum","Bl","st","2022"
"37","24.04.2022","24.04.2022-013","TG22.MS3_CS_127","Botanik","MS3.3, Verfüllung","MS3","Allium sativum","Bl","st","2022"
"38","24.04.2022","24.04.2022-016","TG22.MS3_CS_128","Botanik","MS4, Gebel-Bodenniveau (beim Putzen)","MS4","Allium sativum","Bl","st","2022"
"39","24.04.2022","24.04.2022-016","TG22.MS3_CS_128","Botanik","MS4, Gebel-Bodenniveau (beim Putzen)","MS4","Allium sativum","Bl","st","2022"
"40","02.04.2022","02.04.2022-004","TG22.MS3_CS_007","Botanik (Sammeltüte)","Südl. v. Tonnen-gewölbe, 1. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Allium sativum","BoPf","st","2022"
"41","03.04.2022","03.04.2022-003","TG22.MS3_CS_010","Botanik (Palmenblätter)","Tonnengewölbe, Flugsand","MS3","Allium sativum","BoPf","st","2022"
"42","03.04.2022","03.04.2022-029","TG22.MS3_CS_013","Botanik","Lehmversturz","MS2","Allium sativum","BoPf","st","2022"
"43","04.04.2022","04.04.2022-028","TG22.MS3_CS_018","Botanik","Südl. v. ToGe, 2. Lage, NW-Ecke","MS3","Allium sativum","BoPf","st","2022"
"44","06.04.2022","06.04.2022-021","TG22.MS3_CS_029","Botanik","Tonnengewölbe, Siebfunde","MS3","Allium sativum","BoPf","st","2022"
"45","10.04.2022","10.04.2022-003","TG22.MS3_CS_042","Botanik","Tonnengewölbe, Siebfunde","MS3","Allium sativum","BoPf","st","2022"
"46","10.04.2022","10.04.2022-039","TG22.MS3_CS_048","Botanik","Tonnengewölbe","MS3","Allium sativum","BoPf","st","2022"
"47","20.04.2022","20.04.2022-090","TG22.MS3_CS_113","Botanik","Südl. v. ToGe, Osten","MS3","Allium sativum","BoPf","st","2022"
"48","02.04.2022","02.04.2022-004","TG22.MS3_CS_007","Botanik (Sammeltüte)","Südl. v. Tonnen-gewölbe, 1. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Anthemis","Blü","st","2022"
"49","02.04.2022","02.04.2022-004","TG22.MS3_CS_007","Botanik (Sammeltüte)","Südl. v. Tonnen-gewölbe, 1. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Anthemis","Blü","st","2022"
"50","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Anthemis","Blü","st","2022"
"51","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Anthemis","Blü","st","2022"
"52","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Anthemis","Blü","st","2022"
"53","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"54","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"55","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"56","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"57","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"58","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"59","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"60","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"61","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"62","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"63","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"64","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"65","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"66","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"67","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"68","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"69","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"70","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"71","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"72","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"73","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"74","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"75","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"76","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"77","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"78","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"79","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"80","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"81","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"82","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"83","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"84","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"85","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"86","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"87","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"88","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"89","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"90","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"91","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"92","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"93","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"94","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"95","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"96","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"97","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"98","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"99","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"100","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"101","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"102","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"103","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"104","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"105","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"106","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"107","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"108","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"109","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"110","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"111","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"112","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"113","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"114","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"115","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"116","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"117","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"118","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"119","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"120","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"121","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"122","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"123","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"124","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"125","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"126","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"127","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"128","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"129","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"130","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"131","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"132","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"133","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"134","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"135","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"136","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"137","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"138","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"139","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"140","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"141","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"142","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"143","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"144","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"145","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"146","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"147","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"148","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"149","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"150","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"151","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"152","21.04.2022","21.04.2022-001","TG22.MS3_CS_115","Botanik","MS4, Ostmauer","MS4","Anthemis","Blü","st","2022"
"153","02.04.2022","02.04.2022-025","TG22.MS3_CS_009","Botanik (Sammeltüte)","Tonnengewölbe, Flugsand","MS3","Arecaceae","Ba","st","2022"
"154","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Arecaceae","Ba","st","2022"
"155","04.04.2022","04.04.2022-012","TG22.MS3_CS_016","Botanik","Tonnengewölbe, Flugsand","MS3","Arecaceae","Ba","st","2022"
"156","05.04.2022","05.04.2022-010","TG22.MS3_CS_020","Botanik","Tonnengewölbe, Flugsand","MS3","Arecaceae","Ba","st","2022"
"157","05.04.2022","05.04.2022-018","TG22.MS3_CS_021","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Arecaceae","Ba","st","2022"
"158","05.04.2022","05.04.2022-047","TG22.MS3_CS_025","Botanik","Südl. v. ToGe, 3. Lage, NW-Ecke","MS3","Arecaceae","Ba","st","2022"
"159","09.04.2022","09.04.2022-042","TG22.MS3_CS_041","Botanik","Streufunde östlich der Kalksteinmauer MS2","MS2","Arecaceae","Ba","st","2022"
"160","10.04.2022","10.04.2022-003","TG22.MS3_CS_042","Botanik","Tonnengewölbe, Siebfunde","MS3","Arecaceae","Ba","st","2022"
"161","10.04.2022","10.04.2022-003","TG22.MS3_CS_042","Botanik","Tonnengewölbe, Siebfunde","MS3","Arecaceae","Ba","st","2022"
"162","10.04.2022","10.04.2022-003","TG22.MS3_CS_042","Botanik","Tonnengewölbe, Siebfunde","MS3","Arecaceae","Ba","st","2022"
"163","10.04.2022","10.04.2022-039","TG22.MS3_CS_048","Botanik","Tonnengewölbe","MS3","Arecaceae","Ba","st","2022"
"164","31.03.2022","31.03.2022-019","TG22.MS3_CS_004","Botanik (Sammeltüte)","Lehmversturz, 1. Lage","MS2","Arecaceae","Bl","st","2022"
"165","31.03.2022","31.03.2022-019","TG22.MS3_CS_004","Botanik (Sammeltüte)","Lehmversturz, 1. Lage","MS2","Arecaceae","Bl","st","2022"
"166","31.03.2022","31.03.2022-019","TG22.MS3_CS_004","Botanik (Sammeltüte)","Lehmversturz, 1. Lage","MS2","Arecaceae","Bl","st","2022"
"167","03.04.2022","03.04.2022-003","TG22.MS3_CS_010","Botanik (Palmenblätter)","Tonnengewölbe, Flugsand","MS3","Arecaceae","Bl","st","2022"
"168","03.04.2022","03.04.2022-003","TG22.MS3_CS_010","Botanik (Palmenblätter)","Tonnengewölbe, Flugsand","MS3","Arecaceae","Bl","st","2022"
"169","03.04.2022","03.04.2022-003","TG22.MS3_CS_010","Botanik (Palmenblätter)","Tonnengewölbe, Flugsand","MS3","Arecaceae","Bl","st","2022"
"170","03.04.2022","03.04.2022-003","TG22.MS3_CS_010","Botanik (Palmenblätter)","Tonnengewölbe, Flugsand","MS3","Arecaceae","Bl","st","2022"
"171","10.04.2022","10.04.2022-039","TG22.MS3_CS_048","Botanik","Tonnengewölbe","MS3","Arecaceae","Bl","st","2022"
"172","02.04.2022","02.04.2022-004","TG22.MS3_CS_007","Botanik (Sammeltüte)","Südl. v. Tonnen-gewölbe, 1. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Asteraceae","Blü","st","2022"
"173","02.04.2022","02.04.2022-004","TG22.MS3_CS_007","Botanik (Sammeltüte)","Südl. v. Tonnen-gewölbe, 1. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Asteraceae","Blü","st","2022"
"174","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Asteraceae","Blü","st","2022"
"175","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Asteraceae","Blü","st","2022"
"176","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Asteraceae","Blü","st","2022"
"177","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Asteraceae","Blü","st","2022"
"178","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Asteraceae","Blü","st","2022"
"179","05.04.2022","05.04.2022-018","TG22.MS3_CS_021","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Asteraceae","Blü","st","2022"
"180","05.04.2022","05.04.2022-018","TG22.MS3_CS_021","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Asteraceae","Blü","st","2022"
"181","23.04.2022","23.04.2022-012","TG22.MS3_CS_125","Botanik","MS4, Osthälfte, NW, Fundament MS1","MS4","Asteraceae","Blü","st","2022"
"182","03.04.2022","03.04.2022-013","TG22.MS3_CS_012","Botanik","Südl. v. ToGe, 2. Lage, NO-Ecke, ""Abfallhaufen""","MS3","Avena cf. fatua","Sa/Fr","st","2022"
"183","21.04.2022","21.04.2022-025","TG22.MS3_CS_119","Botanik","MS4, NW, Fundament MS1","MS4","Balanites aegyptiacus","Sa/Fr","st","2022"
