"","Datum","Daily-Nr.","Probenummer","Objektbezeichnung","Fundlage","Lage","Taxon","Resttyp","Erhaltungstyp","Season"
"166","16.12.2018","16.12.2018-131","TG18_MS1_CS_302","Blätter","MS2, Osten von M006","MS2","cf. Lupinus","Fr","st","2018"
"167","13.12.2018","13.12.2018-122","TG18_MS1_CS_216","Brot","MS1, in Flugsand, Nordbereich","MS1","Lupinus","BGF","st","2018"
"168","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lupinus albus","Sa/Fr","st","2018"
"169","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Lupinus albus","Sa/Fr","st","2018"
"170","16.12.2018","16.12.2018-122","TG18_MS1_CS_297","Probe","MS2, zw. M004 und M008","MS2","Lupinus albus","Fr","st","2018"
"171","08.12.2018","8.12.2018-152","TG18_MS1_CS_039","Holzkohle","MS2, zw. Palmstamm und LZ-Verbruch","MS2","Mimusops laurifolia","Sa/Fr","st","2018"
"172","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Mimusops laurifolia","Sa/Fr","st","2018"
"173","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Mimusops laurifolia","Sa/Fr","st","2018"
"174","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Mimusops laurifolia","Sa/Fr","st","2018"
"175","15.12.2018","15.12.2018-132","TG18_MS1_CS_270","Kerne","MS1, Suedwand aussen","MS1","Mimusops laurifolia","Sa/Fr","st","2018"
"176","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Mimusops laurifolia","Sa/Fr","st","2018"
"177","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Mimusops laurifolia","Sa/Fr","st","2018"
"178","18.12.2018","18.12.2018-119","TG18_MS1_CS_351","Botanikprobe","MS1, Sued von Suedwand","MS1","Mimusops laurifolia","Sa/Fr","st","2018"
"179","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Olea europaea","Sa/Fr","st","2018"
"180","10.12.2018","10.12.2018-118","TG18_MS1_CS_093","Kerne","MS2, M003 Ostseite","MS2","Olea europaea","Sa/Fr","st","2018"
"181","10.12.2018","10.12.2018-138","TG18_MS1_CS_107","Holzstück und Kern","MS2, zw. M004 und Korb 10.12.2018-102","MS2","Olea europaea","Sa/Fr","st","2018"
"182","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"183","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"184","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"185","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"186","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"187","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"188","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"189","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"190","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"191","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"192","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"193","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"194","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Olea europaea","Sa/Fr","st","2018"
"195","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"196","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"197","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"198","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"199","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Olea europaea","Sa/Fr","st","2018"
"200","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Olea europaea","Sa/Fr","st","2018"
"201","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Olea europaea","Sa/Fr","st","2018"
"202","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Olea europaea","Sa/Fr","st","2018"
"203","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Olea europaea","Sa/Fr","st","2018"
"204","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Olea europaea","Sa/Fr","st","2018"
"205","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Olea europaea","Sa/Fr","st","2018"
"206","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Olea europaea","Sa/Fr","st","2018"
"207","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"208","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"209","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"210","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"211","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"212","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"213","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Olea europaea","Sa/Fr","st","2018"
"214","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Olea europaea","Sa/Fr","st","2018"
"215","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Olea europaea","Sa/Fr","st","2018"
"216","12.12.2018","12.12.2018-142","TG18_MS1_CS_196","Kerne","MS1, Ostwand oestlich","MS1","Olea europaea","Sa/Fr","st","2018"
"217","12.12.2018","12.12.2018-142","TG18_MS1_CS_196","Kerne","MS1, Ostwand oestlich","MS1","Olea europaea","Sa/Fr","st","2018"
"218","12.12.2018","12.12.2018-142","TG18_MS1_CS_196","Kerne","MS1, Ostwand oestlich","MS1","Olea europaea","Sa/Fr","st","2018"
"219","13.12.2018","13.12.2018-162","TG18_MS1_CS_239","Früchte, Kerne, Zwiebelschale","MS2, Westen von M005, M006, M008","MS2","Olea europaea","Sa/Fr","st","2018"
"220","15.12.2018","15.12.2018-114","TG18_MS1_CS_263","Kerne","MS2, S1 + S3","MS2","Olea europaea","Sa/Fr","st","2018"
"221","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Olea europaea","Sa/Fr","st","2018"
"222","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Olea europaea","Sa/Fr","st","2018"
"223","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Olea europaea","Sa/Fr","st","2018"
"224","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Olea europaea","Sa/Fr","st","2018"
"225","16.12.2018","16.12.2018-134","TG18_MS1_CS_305","Kerne und Früchte","MS2, zw. M004, M006 und Matte","MS2","Olea europaea","Sa/Fr","st","2018"
"226","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Olea europaea","Sa/Fr","st","2018"
"227","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Olea europaea","Sa/Fr","st","2018"
"228","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Olea europaea","Sa/Fr","st","2018"
"229","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Olea europaea","Sa/Fr","st","2018"
"230","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Olea europaea","Sa/Fr","st","2018"
"231","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Olea europaea","Sa/Fr","st","2018"
"232","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Olea europaea","Sa/Fr","st","2018"
"233","16.12.2018","16.12.2018-138","TG18_MS1_CS_308","Botanikprobe","MS2, zw. M008 und Suedwand","MS2","Olea europaea","Sa/Fr","st","2018"
"234","16.12.2018","16.12.2018-146","TG18_MS1_CS_311","Botanikprobe","MS2, Osten von M004 (Norden von 10.12.2018-102)","MS2","Olea europaea","Sa/Fr","st","2018"
"235","16.12.2018","16.12.2018-146","TG18_MS1_CS_311","Botanikprobe","MS2, Osten von M004 (Norden von 10.12.2018-102)","MS2","Olea europaea","Sa/Fr","st","2018"
"236","16.12.2018","16.12.2018-146","TG18_MS1_CS_311","Botanikprobe","MS2, Osten von M004 (Norden von 10.12.2018-102)","MS2","Olea europaea","Sa/Fr","st","2018"
"237","16.12.2018","16.12.2018-146","TG18_MS1_CS_311","Botanikprobe","MS2, Osten von M004 (Norden von 10.12.2018-102)","MS2","Olea europaea","Sa/Fr","st","2018"
"238","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"239","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"240","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"241","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"242","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"243","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"244","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"245","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"246","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"247","16.12.2018","16.12.2018-149","TG18_MS1_CS_313","Kerne, Früchte, Zwiebelschale","MS1, Nordwand aussen, nahe Nord-Ost-Ecke","MS1","Olea europaea","Sa/Fr","st","2018"
"248","16.12.2018","16.12.2018-155","TG18_MS1_CS_316","Probe","MS2, Osten von M004 (Norden von 10.12.2018-102)","MS2","Olea europaea","Sa/Fr","st","2018"
"249","17.12.2018","17.12.2018-144","TG18_MS1_CS_338","Botanikprobe","MS2, Sandschicht ueber Matte B","MS2","Olea europaea","Sa/Fr","st","2018"
"250","17.12.2018","17.12.2018-144","TG18_MS1_CS_338","Botanikprobe","MS2, Sandschicht ueber Matte B","MS2","Olea europaea","Sa/Fr","st","2018"
"251","17.12.2018","17.12.2018-144","TG18_MS1_CS_338","Botanikprobe","MS2, Sandschicht ueber Matte B","MS2","Olea europaea","Sa/Fr","st","2018"
"252","17.12.2018","17.12.2018-144","TG18_MS1_CS_338","Botanikprobe","MS2, Sandschicht ueber Matte B","MS2","Olea europaea","Sa/Fr","st","2018"
"253","18.12.2018","18.12.2018-119","TG18_MS1_CS_351","Botanikprobe","MS1, Sued von Suedwand","MS1","Olea europaea","Sa/Fr","st","2018"
"254","18.12.2018","18.12.2018-119","TG18_MS1_CS_351","Botanikprobe","MS1, Sued von Suedwand","MS1","Olea europaea","Sa/Fr","st","2018"
"255","15.12.2018","15.12.2018-116","TG18_MS1_CS_264","Holzkohle","MS2, S1+S2","MS2","Olea europaea","Fr","vk","2018"
"256","15.12.2018","15.12.2018-132","TG18_MS1_CS_270","Kerne","MS1, Suedwand aussen","MS1","Olea europaea","Fr","vk","2018"
"257","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"258","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"259","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"260","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"261","09.12.2018","9.12.2018-107","TG18_MS1_CS_042","Datteln, Dompalme, Kerne Früchte","MS2, in Schnitt X3, Aushub nach Westen hin","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"262","09.12.2018","9.12.2018-132","TG18_MS1_CS_052","Stoffreste","MS1, Nordwand, Streufund","MS1","Phoenix dactylifera","Sa/Fr","st","2018"
"263","09.12.2018","9.12.2018-170","TG18_MS1_CS_077","Dattel- und Pfirsichkern","MS2, Osten von M005, M009","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"264","09.12.2018","9.12.2018-170","TG18_MS1_CS_077","Dattel- und Pfirsichkern","MS2, Osten von M005, M009","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"265","09.12.2018","9.12.2018-170","TG18_MS1_CS_077","Dattel- und Pfirsichkern","MS2, Osten von M005, M009","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"266","09.12.2018","9.12.2018-170","TG18_MS1_CS_077","Dattel- und Pfirsichkern","MS2, Osten von M005, M009","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"267","09.12.2018","9.12.2018-170","TG18_MS1_CS_077","Dattel- und Pfirsichkern","MS2, Osten von M005, M009","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"268","09.12.2018","9.12.2018-170","TG18_MS1_CS_077","Dattel- und Pfirsichkern","MS2, Osten von M005, M009","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"269","09.12.2018","9.12.2018-170","TG18_MS1_CS_077","Dattel- und Pfirsichkern","MS2, Osten von M005, M009","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"270","09.12.2018","9.12.2018-171","TG18_MS1_CS_078","Dattelkern (?)","MS2, Westen von M005","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"271","10.12.2018","10.12.2018-118","TG18_MS1_CS_093","Kerne","MS2, M003 Ostseite","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"272","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"273","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"274","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"275","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"276","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"277","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"278","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"279","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"280","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"281","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"282","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"283","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"284","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"285","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"286","10.12.2018","10.12.2018-158","TG18_MS1_CS_119","Samen","MS2, Suederweiterung X2, obere Schicht","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"287","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"288","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"289","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"290","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"291","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"292","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"293","10.12.2018","10.12.2018-279","TG18_MS1_CS_128","Samen und Pflanzenreste","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"294","11.12.2018","11.12.2018-168","TG18_MS1_CS_151","Kerne","MS2, auf Lehmzigelverbruch","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"295","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"296","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"297","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"298","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"299","11.12.2018","11.12.2018-188","TG18_MS1_CS_161","Kerne","MS2, Westen von M007","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"300","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"301","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"302","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"303","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"304","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"305","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"306","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"307","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"308","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"309","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"310","11.12.2018","11.12.2018-190","TG18_MS1_CS_163","Kerne","MS2, ausserhalb Sued-Ost-Ecke","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"311","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"312","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"313","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"314","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"315","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"316","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"317","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"318","12.12.2018","12.12.2018-104","TG18_MS1_CS_174","Kerne","MS2, Mauerkrone M004","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"319","12.12.2018","12.12.2018-137","TG18_MS1_CS_192","Kern","MS2, Sueden zw. M004&M006","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"320","12.12.2018","12.12.2018-142","TG18_MS1_CS_196","Kerne","MS1, Ostwand oestlich","MS1","Phoenix dactylifera","Sa/Fr","st","2018"
"321","12.12.2018","12.12.2018-142","TG18_MS1_CS_196","Kerne","MS1, Ostwand oestlich","MS1","Phoenix dactylifera","Sa/Fr","st","2018"
"322","12.12.2018","12.12.2018-142","TG18_MS1_CS_196","Kerne","MS1, Ostwand oestlich","MS1","Phoenix dactylifera","Sa/Fr","st","2018"
"323","13.12.2018","13.12.2018-126","TG18_MS1_CS_219","Kern","MS2, Osten von M004","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"324","13.12.2018","13.12.2018-145","TG18_MS1_CS_231","Frucht, Kerne, Zwiebelschale","MS1, Suedwand aussen","MS1","Phoenix dactylifera","Sa/Fr","st","2018"
"325","13.12.2018","13.12.2018-145","TG18_MS1_CS_231","Frucht, Kerne, Zwiebelschale","MS1, Suedwand aussen","MS1","Phoenix dactylifera","Sa/Fr","st","2018"
"326","13.12.2018","13.12.2018-162","TG18_MS1_CS_239","Früchte, Kerne, Zwiebelschale","MS2, Westen von M005, M006, M008","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"327","13.12.2018","13.12.2018-162","TG18_MS1_CS_239","Früchte, Kerne, Zwiebelschale","MS2, Westen von M005, M006, M008","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
"328","13.12.2018","13.12.2018-162","TG18_MS1_CS_239","Früchte, Kerne, Zwiebelschale","MS2, Westen von M005, M006, M008","MS2","Phoenix dactylifera","Sa/Fr","st","2018"
